ram,ram_category,ram_per_core,storage_ram_ratio,performance_score,battery_power,battery_wt_ratio,px_width,px_height,battery_category,pixel_density,screen_area,mobile_wt,n_cores,price_range
3141,3,1047.0,7.58,9.42,1278,7.52,1775,1352.0,1,318.75,12,170,3,3
3351,3,558.5,5.04,34.18,1234,7.09,725,209.0,1,58.04,108,174,6,2
2355,2,336.43,22.92,24.73,1961,19.61,1888,861.0,2,138.34,98,100,7,3
1308,1,436.0,2.18,11.38,1745,16.62,1629,426.0,2,280.63,30,105,3,1
991,0,198.2,25.29,2.97,1442,11.35,642,266.0,1,46.33,112,127,5,0
3248,3,406.0,11.92,75.35,1083,6.26,542,523.0,1,83.69,48,173,8,2
1519,1,379.75,3.16,5.47,868,6.34,1311,40.0,0,93.69,78,137,4,0
493,0,82.17,91.15,4.73,864,9.82,1436,262.0,0,76.83,162,88,6,0
1747,1,291.17,1.11,12.58,1142,10.02,769,623.0,1,123.71,42,114,6,1
2517,2,629.25,25.02,5.03,608,6.47,1351,4.0,0,79.47,128,94,4,1
1389,1,1389.0,36.39,2.5,983,5.26,1176,1001.0,0,85.8,136,187,1,1
2522,2,504.4,0.78,20.18,1720,9.15,896,334.0,2,86.93,50,188,5,2
1885,1,377.0,13.91,11.31,1802,15.53,963,453.0,2,96.75,90,116,5,2
704,0,100.57,20.32,10.35,591,3.02,1726,952.0,0,131.41,70,196,7,0
953,0,158.83,9.7,15.44,1205,7.39,1870,321.0,1,99.86,198,163,6,0
3206,3,3206.0,8.67,5.45,1369,12.68,1469,1451.0,1,121.46,240,108,1,3
928,0,928.0,41.74,0.84,713,7.59,1123,1048.0,0,118.16,120,94,1,0
2177,2,544.25,0.9,20.03,1082,10.71,724,398.0,1,63.55,24,101,4,1
2610,2,870.0,19.63,16.44,1719,9.19,520,417.0,2,60.6,10,187,3,2
489,0,69.86,20.78,8.22,1544,8.3,844,470.0,2,96.6,36,186,7,0
3839,3,479.88,2.08,70.64,1090,8.52,1670,1217.0,1,114.8,51,128,8,3
1861,1,1861.0,7.82,5.21,1991,11.0,1037,298.0,2,119.89,40,181,1,1
299,0,149.5,142.86,1.73,1367,7.77,642,36.0,1,91.86,12,176,2,0
340,0,170.0,74.07,0.34,1179,6.48,1451,85.0,1,85.5,80,182,2,0
3606,3,721.2,4.14,48.68,721,7.07,1255,655.0,0,128.69,60,102,5,3
799,0,199.75,70.43,5.75,1549,17.02,990,167.0,2,125.5,21,91,4,0
2367,2,394.5,19.08,29.82,1349,10.07,623,212.0,1,54.84,77,134,6,1
445,0,148.33,56.12,1.34,1799,14.63,1386,617.0,2,137.92,80,123,3,0
3927,3,3927.0,2.8,1.96,1075,8.81,1769,271.0,1,198.85,24,122,1,3
3756,3,751.2,16.72,16.9,684,4.36,1738,159.0,0,96.96,85,157,5,3
770,0,192.5,42.26,1.54,1837,11.34,872,786.0,2,78.26,14,162,4,0
1641,1,1641.0,12.33,3.12,1619,11.73,562,46.0,2,70.48,14,138,1,1
2343,2,292.88,5.44,26.24,965,4.9,1275,645.0,0,79.38,204,197,8,2
2787,2,696.75,3.19,16.72,730,5.98,1677,1371.0,0,196.92,80,122,4,2
2495,2,499.0,18.53,17.46,1361,8.05,1382,881.0,1,182.1,56,169,5,2
3208,3,641.6,13.92,25.66,1494,9.46,790,449.0,1,75.72,99,158,5,3
1234,1,176.29,13.79,6.91,1027,7.03,534,338.0,1,79.0,28,146,7,0
1069,1,133.62,33.22,6.84,1807,18.63,1814,1332.0,2,281.31,42,97,8,1
3568,3,713.6,3.07,42.82,709,5.45,1531,119.0,0,90.33,224,130,5,3
3585,3,717.0,12.5,25.1,689,6.69,823,256.0,0,78.35,10,103,5,3
1974,1,493.5,0.99,3.95,955,6.16,1254,428.0,0,88.34,14,155,4,1
2419,2,806.33,14.21,13.79,1872,16.86,1879,1546.0,2,152.08,75,111,3,3
340,0,170.0,30.09,0.82,1259,12.98,1989,1210.0,1,129.34,221,97,2,0
2282,2,285.25,17.61,21.91,695,4.11,1211,789.0,0,240.89,10,169,8,1
298,0,74.5,161.12,1.43,1969,14.92,756,390.0,2,77.33,10,132,4,0
968,0,484.0,37.31,4.84,759,4.69,1317,110.0,0,188.8,12,162,2,0
2391,2,797.0,7.39,7.17,936,6.12,1686,1330.0,0,165.19,72,153,3,2
1534,1,767.0,38.8,6.44,1176,7.0,1455,674.0,1,229.08,12,168,2,1
696,0,99.43,12.83,13.15,1802,17.84,590,253.0,2,42.8,98,101,7,0
2782,2,397.43,8.17,19.47,772,7.96,1805,317.0,0,229.08,42,97,7,2
755,0,377.5,53.74,3.62,1318,9.69,661,183.0,1,36.1,54,136,2,0
3746,3,624.33,4.26,11.24,591,6.57,1603,892.0,0,305.74,30,90,6,3
2651,2,2651.0,15.25,6.63,569,4.59,605,388.0,0,39.93,119,124,1,1
1341,1,167.62,31.92,10.73,764,6.16,539,52.0,0,27.08,19,124,8,0
2651,2,883.67,13.76,16.7,1056,10.46,979,914.0,1,83.71,75,101,3,2
1824,1,364.8,6.38,14.59,1982,24.78,593,287.0,2,47.06,39,80,5,1
1905,1,317.5,7.14,5.72,1830,11.44,1353,773.0,2,91.66,48,160,6,2
1456,1,208.0,26.28,5.1,1122,7.19,1163,675.0,1,134.47,27,156,7,1
3155,3,450.71,19.8,15.46,1023,6.69,1985,367.0,1,168.22,110,153,7,3
773,0,257.67,38.6,5.57,1283,13.8,980,510.0,1,61.38,119,93,3,0
1829,1,261.29,18.56,20.48,1602,16.18,1800,1325.0,2,117.64,306,99,7,2
3883,3,485.38,8.22,40.38,732,4.49,1836,1661.0,0,190.45,24,163,8,3
1675,1,1675.0,19.01,1.51,1854,9.51,718,665.0,2,65.24,168,195,1,1
1601,1,533.67,18.03,7.68,718,7.72,997,662.0,0,108.8,90,93,3,1
1958,1,244.75,0.99,31.33,897,5.82,994,565.5,0,142.95,35,154,8,1
2376,2,594.0,3.31,16.16,1405,13.13,1036,284.0,1,53.71,114,107,4,2
1647,1,823.5,12.29,1.98,798,7.25,1951,661.0,0,158.46,24,110,2,1
3548,3,709.6,11.22,47.9,1035,6.59,1912,757.0,1,137.09,56,157,5,3
2694,2,673.5,13.55,6.47,1396,10.42,1177,560.0,1,68.6,54,134,4,2
2195,2,2195.0,21.84,1.1,1749,9.83,775,470.0,2,151.06,20,178,1,2
2506,2,501.2,1.57,31.32,1588,10.73,822,146.0,2,139.14,15,148,5,2
2073,2,518.25,7.53,4.15,1600,17.02,1710,1315.0,2,215.72,45,94,4,2
3767,3,627.83,5.56,49.72,1522,9.4,1696,533.0,2,111.11,135,162,6,3
1150,1,191.67,5.72,17.25,1279,12.18,1633,560.0,1,215.79,14,105,6,1
841,0,140.17,6.51,14.63,719,7.05,1141,405.0,0,121.07,9,102,6,0
1675,1,335.0,4.03,4.19,544,4.22,610,227.0,0,46.49,52,129,5,0
1301,1,162.62,15.32,30.18,1007,5.44,831,479.0,1,106.57,48,185,8,0
1817,1,302.83,17.07,13.08,590,4.18,509,227.0,0,50.67,60,141,6,0
2321,2,386.83,2.54,6.96,1788,12.68,1022,149.0,2,129.1,35,141,6,2
1974,1,282.0,12.33,19.35,748,6.8,709,88.0,0,39.69,85,110,7,1
3433,3,490.43,18.54,21.63,757,4.82,819,114.0,0,118.13,30,157,7,2
1205,1,401.67,21.15,5.78,1561,8.97,874,662.0,2,84.34,84,174,3,1
872,0,124.57,24.17,17.09,1327,14.91,1721,441.0,1,222.08,35,89,7,0
2052,2,256.5,8.56,24.62,797,9.84,1466,888.0,0,171.4,27,81,8,1
3654,3,3654.0,17.45,9.14,727,3.77,711,664.0,0,97.28,9,193,1,3
1503,1,375.75,22.96,16.23,686,3.54,745,64.0,0,67.98,60,194,4,0
3104,3,620.8,7.66,32.59,1515,8.61,1247,747.0,2,207.66,30,176,5,3
343,0,68.6,39.08,0.86,555,3.4,1010,956.0,0,69.53,266,163,5,0
3430,3,686.0,1.45,10.29,1589,14.19,1397,776.0,2,199.76,35,112,5,3
2470,2,617.5,17.91,25.69,1976,14.53,1933,652.0,2,170.0,11,136,4,3
1396,1,232.67,16.4,8.38,1884,12.64,1179,1168.0,2,103.72,120,149,6,1
2668,2,444.67,9.98,32.02,1063,12.36,582,201.0,1,47.36,60,86,6,2
1457,1,291.4,40.06,4.37,672,3.46,1127,724.0,0,89.3,140,194,5,0
2452,2,350.29,6.41,8.58,635,5.77,1299,599.0,0,71.52,323,110,7,2
1871,1,623.67,28.54,10.66,1906,16.87,629,3.0,2,44.93,65,113,3,1
1112,1,278.0,33.73,3.11,1753,9.18,1983,1652.0,2,286.77,16,191,4,1
967,0,120.88,2.87,10.83,659,7.75,657,190.0,0,62.17,10,85,8,0
2498,2,1249.0,5.51,6.0,1583,10.7,1673,1171.0,2,145.86,78,148,2,2
387,0,64.5,87.88,6.73,1783,17.14,1979,1081.0,2,150.33,70,104,6,1
635,0,317.5,29.16,1.27,1667,12.08,1396,1211.0,2,102.67,119,138,2,0
2711,2,338.88,2.18,28.19,640,4.48,1353,976.0,0,104.27,105,143,8,2
2023,2,404.6,13.97,18.21,1913,17.23,742,675.0,2,55.73,221,111,5,2
2215,2,316.43,11.05,17.06,538,3.3,537,455.0,0,70.38,27,163,7,1
824,0,137.33,50.85,3.96,1191,13.38,807,42.0,1,40.4,342,89,6,0
3851,3,3851.0,2.33,11.55,816,6.97,1651,1196.0,0,185.33,30,117,1,3
2156,2,1078.0,14.96,2.16,915,4.6,986,503.0,0,138.36,21,199,2,1
2885,2,360.62,9.25,18.46,1157,13.15,1798,1694.0,1,274.48,32,88,8,3
495,0,70.71,17.14,1.73,1201,12.13,558,306.0,1,39.77,90,99,7,0
2358,2,1179.0,7.49,5.19,1379,10.69,885,838.0,1,110.8,50,129,2,2
1744,1,348.8,29.39,19.18,1483,8.78,651,291.0,1,101.87,18,169,5,1
1832,1,610.67,4.76,6.6,1614,10.02,1219,173.0,2,76.95,120,161,3,1
2016,2,252.0,1.93,16.13,930,6.46,1289,1017.0,0,117.28,130,144,8,1
1300,1,433.33,4.38,10.14,1454,7.31,1018,698.0,1,112.21,60,199,3,1
2313,2,385.5,17.38,22.2,1784,10.88,1437,610.0,2,104.07,14,164,6,2
3248,3,649.6,10.39,29.23,1262,8.47,737,223.0,1,55.0,39,149,5,2
2216,2,316.57,16.34,34.13,797,5.53,1167,206.0,0,118.5,45,144,7,1
3142,3,628.4,18.62,32.99,1829,20.1,1919,1457.0,2,141.73,96,91,5,3
1850,1,925.0,30.42,3.33,1139,7.07,999,742.0,1,124.44,36,161,2,1
1424,1,356.0,8.72,5.7,618,7.72,724,591.0,0,58.41,180,80,4,0
1620,1,1620.0,33.89,4.7,1547,13.57,957,347.0,2,101.8,18,114,1,1
2592,2,864.0,5.7,21.77,586,7.06,854,241.0,0,68.26,96,83,3,1
296,0,296.0,92.53,0.71,1617,19.02,1426,743.0,2,267.99,15,85,1,0
3579,3,447.38,12.24,57.26,1882,16.65,743,4.0,2,37.15,152,113,8,3
1180,1,393.33,16.77,10.27,674,3.4,1809,576.0,0,271.21,18,198,3,0
3962,3,792.4,4.53,9.9,1467,12.02,1099,888.0,1,88.31,165,122,5,3
3978,3,3978.0,12.55,8.75,858,10.21,1416,528.0,0,83.96,272,84,1,3
668,0,111.33,2.66,2.0,794,7.49,1890,1222.0,0,160.76,52,106,6,0
2032,2,508.0,18.71,21.13,1965,10.51,1965,915.0,2,180.63,110,187,4,2
3057,3,382.12,11.67,22.01,1911,17.69,1632,868.0,2,184.85,9,108,8,3
869,0,173.8,48.49,3.91,1512,10.43,670,336.0,2,39.45,180,145,5,0
3919,3,653.17,11.46,47.03,510,3.04,754,483.0,0,44.77,76,168,6,3
